Process: havoc.vmp.exe
Module: havoc.vmp.exe

Patches:
12620254, 225, 46
12620255, 234, 219
12620256, 242, 65
12620351, 67, 205
12620352, 79, 218
12620353, 159, 65
12620451, 37, 105
12620452, 250, 218
12620453, 253, 65
12620460, 221, 96
12620461, 128, 218
12620462, 247, 65
12620478, 61, 78
12620479, 249, 218
12620480, 210, 65
12620516, 216, 40
12620517, 221, 218
12620518, 199, 65
